vin,year,model,color,miles,trim,price,interior,features,country,currency,availability,sold_date
5YJYGAEEXMF159365,2021,my,SILVER,16901,Model Y Long Range Dual Motor All-Wheel Drive,77600,PREMIUM_BLACK,Midnight Silver Metallic Paint;20’’ Induction Wheels;All Black Premium Interior;Full Self-Driving Capability;Seven Seat Interior;Tow Hitch;Acceleration Boost;,US,USD,available,8/31/2022
5YJ3E1EBXKF391628,2019,m3,GRAY,35481,Model 3 Long Range All-Wheel Drive,57600,PREMIUM_WHITE,Midnight Silver Metallic Paint;19’’ Sport Wheels;Black and White Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/30/2022
5YJ3E1EC8MF850098,2021,m3,GRAY,7997,Model 3 Performance Dual Motor All-Wheel Drive,65600,PREMIUM_BLACK,Midnight Silver Metallic Paint;20’’ Überturbine Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,sold,8/30/2022
5YJ3E1EB5MF975745,2021,m3,BLUE,10897,Model 3 Long Range All-Wheel Drive,69700,PREMIUM_WHITE,Deep Blue Metallic Paint;18’’ Aero Wheels;Black and White Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/30/2022
5YJ3E1EB4KF427412,2019,m3,WHITE,44970,Model 3 Long Range All-Wheel Drive Performance,57400,PREMIUM_BLACK,Pearl White Paint;20’’ Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,sold,8/30/2022
5YJ3E1EC9LF669588,2020,m3,RED,23950,Model 3 Long Range All-Wheel Drive Performance,60700,PREMIUM_WHITE,Red Multi-Coat Paint;20’’ Gray Performance Wheels;Black and White Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,available,8/30/2022
5YJ3E1EA6JF058820,2018,m3,SILVER,58024,Model 3 Long Range Rear-Wheel Drive,48100,PREMIUM_BLACK,Silver Metallic Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/30/2022
5YJ3E1EA5JF047078,2018,m3,GRAY,29810,Model 3 Long Range Rear-Wheel Drive,50700,PREMIUM_BLACK,Midnight Silver Metallic Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/30/2022
5YJXCAE48KF187144,2019,mx,WHITE,24968,Model X Performance All-Wheel Drive,90800,BLACK,"Pearl White Multi-Coat;22"" Onyx Black Wheels;All Black Premium Interior with Figured Ash Wood Décor;Full Self-Driving Capability;Six Seat Interior;Infotainment Upgrade;",US,USD,sold,8/30/2022
5YJ3E1EA9LF658203,2020,m3,GRAY,11736,Model 3 Standard Range Plus Rear-Wheel Drive,50600,PREMIUM_BLACK,Midnight Silver Metallic Paint;18’’ Aero Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/30/2022
5YJXCBE4XJF121117,2018,mx,WHITE,35242,100D Ludicrous Performance All-Wheel Drive,95700,WHITE,"Pearl White Multi-Coat Paint;22"" Onyx Black Wheels;Black and White Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Towing Package;Keyless Entry;Power Liftgate;Red Brake Calipers;Six Seat Interior;Dark Ash Wood Décor;Dark Headliner;Infotainment Upgrade;",US,USD,sold,8/30/2022
5YJSA1E23JF261924,2018,ms,GREY,16921,100D Long Range All-Wheel Drive,76900,BLACK,"Midnight Silver Metallic Paint;19"" Silver Slipstream Wheels;Black Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Sunroof;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Keyless Entry;Power Liftgate;GPS Enabled Homelink;Figured Ash Wood Décor;Dark Headliner;Infotainment Upgrade;",US,USD,available,8/30/2022
5YJXCBE44KF186515,2019,mx,WHITE,32629,Model X Performance All-Wheel Drive,93800,WHITE,"Pearl White Multi-Coat;22"" Onyx Black Wheels;Black and White Premium Interior with Carbon Fiber Décor;Full Self-Driving Capability;Ludicrous Mode;Six Seat Interior;Infotainment Upgrade;",US,USD,sold,8/30/2022
5YJSA1E29LF362548,2020,ms,WHITE,12518,Model S Long Range Plus All-Wheel Drive,90100,BLACK,Pearl White Multi-Coat;19’’ Silver Wheels;All Black Premium Interior with Figured Ash Wood Décor;Full Self-Driving Capability;Glass Roof;Infotainment Upgrade;,US,USD,available,8/30/2022
5YJXCBE46HF055899,2017,mx,BLUE,56827,100D Ludicrous Performance All-Wheel Drive,77300,TAN,"Deep Blue Metallic Paint;22"" Onyx Black Wheels;Tan Leather Seats;Full Self-Driving Capability;Smart Air Suspension;Ultra High Fidelity Sound;HEPA Air Filtration System;Keyless Entry;Power Liftgate;Red Brake Calipers;Six Seat Interior;Figured Ash Wood Décor;Light Headliner;",US,USD,sold,8/30/2022
5YJXCBE2XJF089428,2018,mx,WHITE,4198,100D Long Range All-Wheel Drive,93800,WHITE,"Pearl White Multi-Coat Paint;20"" Silver Wheels;White Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Towing Package;Keyless Entry;Power Liftgate;Six Seat Interior;Dark Ash Wood Décor;Dark Headliner;Infotainment Upgrade;",US,USD,available,8/30/2022
5YJSA1E27JF244298,2018,ms,BLACK,34506,100D Long Range All-Wheel Drive,82200,WHITE,"Obsidian Black Metallic Paint;19"" Silver Slipstream Wheels;White Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Glass Roof;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Keyless Entry;Power Liftgate;GPS Enabled Homelink;Carbon Fiber Décor;Dark Headliner;",US,USD,sold,8/30/2022
5YJYGDEEXLF013418,2020,my,BLUE,1,Model Y Long Range All-Wheel Drive,72200,PREMIUM_BLACK,Deep Blue Metallic Paint;19’’ Gemini Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,available,8/30/2022
5YJSA1E29LF399597,2020,ms,WHITE,23147,Model S Long Range Plus All-Wheel Drive,93900,WHITE,"Pearl White Multi-Coat;21"" Sonic Carbon Twin Turbine Wheels;Black and White Premium Interior with Dark Ash Wood Décor;Full Self-Driving Capability;Glass Roof;Infotainment Upgrade;",US,USD,sold,8/30/2022
5YJYGDEF3MF173411,2021,my,SILVER,6091,Model Y Performance Dual Motor All-Wheel Drive,80200,PREMIUM_BLACK,Midnight Silver Metallic Paint;21’’ Überturbine Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Five Seat Interior;Tow Hitch;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;,US,USD,available,8/30/2022
5YJ3E1EA8KF311881,2019,m3,WHITE,38849,Model 3 Standard Range Plus Rear-Wheel Drive,48800,PREMIUM_BLACK,Pearl White Paint;19’’ Sport Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/30/2022
5YJSA1E65MF437976,2021,ms,GREY,7555,Model S Plaid,119700,BLACK,"Midnight Silver Metallic;21"" Arachnid Wheels;All Black Premium Interior with Carbon Fiber Décor;Full Self-Driving Capability;Infotainment Upgrade;",US,USD,available,8/30/2022
7SAXCBE62NF332032,2022,mx,BLACK,1998,Model X Plaid,159100,WHITE,Solid Black;22'' Turbine Wheels;Black and White Premium Interior with Carbon Fiber Décor;Full Self-Driving Capability;Six Seat Interior;Infotainment Upgrade;,US,USD,sold,8/30/2022
5YJ3E1EC8NF293484,2022,m3,WHITE,1451,Model 3 Performance Dual Motor All-Wheel Drive,74300,PREMIUM_BLACK,Pearl White Paint;20’’ Überturbine Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,available,8/30/2022
5YJYGDEE4LF055177,2020,my,SILVER,18663,Model Y Long Range All-Wheel Drive,69900,PREMIUM_BLACK,Midnight Silver Metallic Paint;20’’ Induction Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,sold,8/30/2022
5YJYGDEE9MF151999,2021,my,WHITE,14732,Model Y Long Range Dual Motor All-Wheel Drive,75800,PREMIUM_WHITE,Pearl White Paint;19’’ Gemini Wheels;Black and White Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,available,8/30/2022
7SAYGDEF8NF392840,2022,my,WHITE,1695,Model Y Performance Dual Motor All-Wheel Drive,80800,PREMIUM_BLACK,Pearl White Paint;21’’ Überturbine Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Five Seat Interior;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;,US,USD,sold,8/30/2022
7SAYGDEE9NF357425,2022,my,SILVER,11056,Model Y Long Range Dual Motor All-Wheel Drive,81300,PREMIUM_BLACK,Midnight Silver Metallic Paint;20’’ Induction Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,available,8/30/2022
5YJ3E1EB0JF151423,2018,m3,GRAY,30433,Model 3 Long Range All-Wheel Drive Performance,58700,PREMIUM_BLACK,Midnight Silver Metallic Paint;20’’ Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,sold,8/30/2022
5YJYGDEF6LF053701,2020,my,RED,25866,Model Y Long Range All-Wheel Drive Performance,71900,PREMIUM_BLACK,Red Multi-Coat Paint;21’’ Überturbine Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Five Seat Interior;Tow Hitch;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;,US,USD,available,8/30/2022
5YJXCDE44HF072647,2017,mx,BLACK,89095,100D Ludicrous Performance All-Wheel Drive,72900,BLACK,"Obsidian Black Metallic Paint;22"" Onyx Black Wheels;Black Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Towing Package;Keyless Entry;Power Liftgate;Red Brake Calipers;Five Seat Interior;Carbon Fiber Décor;Dark Headliner;",US,USD,sold,8/30/2022
7SAYGAEEXNF432177,2022,my,WHITE,1386,Model Y Long Range Dual Motor All-Wheel Drive,84300,PREMIUM_WHITE,Pearl White Paint;20’’ Induction Wheels;Black and White Premium Interior;Full Self-Driving Capability;Seven Seat Interior;Acceleration Boost;,US,USD,available,8/30/2022
5YJYGDEE4LF029324,2020,my,SILVER,17476,Model Y Long Range All-Wheel Drive,73000,PREMIUM_BLACK,Midnight Silver Metallic Paint;20’’ Induction Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,sold,8/30/2022
5YJSA1E57MF430454,2021,ms,GREY,7437,Model S Long Range,104400,CREAM,"Midnight Silver Metallic;19"" Tempest Wheels;Cream Premium Interior with Walnut Décor;Full Self-Driving Capability;Infotainment Upgrade;",US,USD,available,8/30/2022
5YJXCAE29KF160923,2019,mx,GREY,22150,Model X Long Range All-Wheel Drive,87700,BLACK,"Midnight Silver Metallic;20"" Silver Wheels;All Black Premium Interior with Figured Ash Wood Décor;Enhanced Autopilot;Seven Seat Interior;Infotainment Upgrade;",US,USD,sold,8/30/2022
5YJ3E1EB4KF418595,2019,m3,RED,28356,Model 3 Long Range All-Wheel Drive,60100,PREMIUM_BLACK,Red Multi-Coat Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/30/2022
5YJ3E1EA0JF060790,2018,m3,SILVER,48195,Model 3 Long Range Rear-Wheel Drive,47900,PREMIUM_BLACK,Silver Metallic Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/29/2022
5YJSA1E27JF250196,2018,ms,SILVER,35257,100D Long Range All-Wheel Drive,69800,BLACK,"Silver Metallic Paint;19"" Silver Slipstream Wheels;Black Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Sunroof;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Keyless Entry;Power Liftgate;GPS Enabled Homelink;Figured Ash Wood Décor;Dark Headliner;Infotainment Upgrade;",US,USD,available,8/29/2022
5YJ3E1EB8MF001225,2021,m3,WHITE,7468,Model 3 Long Range All-Wheel Drive,68400,PREMIUM_BLACK,Pearl White Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/29/2022
5YJYGDEE7MF095268,2021,my,SILVER,26352,Model Y Long Range All-Wheel Drive,71700,PREMIUM_BLACK,Midnight Silver Metallic Paint;20’’ Induction Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,available,8/29/2022
5YJ3E1EB4KF469661,2019,m3,WHITE,46410,Model 3 Long Range All-Wheel Drive Performance,55400,PREMIUM_BLACK,Pearl White Paint;20’’ Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,sold,8/29/2022
5YJ3E1EA2LF805171,2020,m3,WHITE,21750,Model 3 Standard Range Plus Rear-Wheel Drive,53500,PREMIUM_WHITE,Pearl White Paint;18’’ Aero Wheels;Black and White Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/29/2022
5YJXCAE25KF197970,2019,mx,GREY,49961,Model X Long Range All-Wheel Drive,89800,BLACK,"Midnight Silver Metallic;22"" Onyx Black Wheels;All Black Premium Interior with Figured Ash Wood Décor;Full Self-Driving Capability;Seven Seat Interior;Infotainment Upgrade;",US,USD,sold,8/29/2022
5YJ3E1EA6JF018057,2018,m3,RED,50712,Model 3 Long Range Rear-Wheel Drive,49600,PREMIUM_BLACK,Red Multi-Coat Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/29/2022
5YJ3E1EA1KF395963,2019,m3,BLACK,27414,Model 3 Standard Range Plus Rear-Wheel Drive,47800,PREMIUM_BLACK,Solid Black Paint;18’’ Aero Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/29/2022
5YJ3E1EB7KF510588,2019,m3,WHITE,27506,Model 3 Long Range All-Wheel Drive,62000,PREMIUM_BLACK,Pearl White Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/29/2022
5YJYGDEE1MF176203,2021,my,RED,19062,Model Y Long Range All-Wheel Drive,77100,PREMIUM_BLACK,Red Multi-Coat Paint;19’’ Gemini Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,sold,8/29/2022
5YJ3E1EA0MF059143,2021,m3,WHITE,13523,Standard Range Plus Rear-Wheel Drive,58100,PREMIUM_BLACK,Pearl White Paint;19’’ Sport Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/29/2022
5YJ3E1EB2KF422144,2019,m3,WHITE,20347,Model 3 Long Range All-Wheel Drive Performance,57900,PREMIUM_WHITE,Pearl White Paint;20’’ Performance Wheels;Black and White Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,sold,8/29/2022
5YJ3E1EB2KF390845,2019,m3,GRAY,25397,Model 3 Long Range All-Wheel Drive Performance,56100,PREMIUM_WHITE,Midnight Silver Metallic Paint;18’’ Aero Wheels;Black and White Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/29/2022
5YJ3E1EB9KF493504,2019,m3,WHITE,36324,Model 3 Long Range All-Wheel Drive,56000,PREMIUM_BLACK,Pearl White Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/29/2022
5YJ3E1EB4KF437440,2019,m3,WHITE,40496,Model 3 Long Range All-Wheel Drive Performance,52900,PREMIUM_BLACK,Pearl White Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/29/2022
5YJ3E1EB3JF130825,2018,m3,BLACK,39947,Model 3 Long Range All-Wheel Drive,55100,PREMIUM_BLACK,Solid Black Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/29/2022
5YJ3E1EB4KF237710,2019,m3,BLACK,37004,Model 3 Long Range All-Wheel Drive Performance,57100,PREMIUM_BLACK,Solid Black Paint;20’’ Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,available,8/29/2022
5YJ3E1EA5KF402767,2019,m3,RED,27102,Model 3 Standard Range Plus Rear-Wheel Drive,48100,PREMIUM_WHITE,Red Multi-Coat Paint;18’’ Aero Wheels;Black and White Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/29/2022
5YJ3E1EA7MF930586,2021,m3,WHITE,11888,Model 3 Standard Range Plus Rear-Wheel Drive,53100,PREMIUM_BLACK,Pearl White Paint;18’’ Aero Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/29/2022
5YJ3E1EB4KF425661,2019,m3,WHITE,22525,Model 3 Long Range All-Wheel Drive Performance,58000,PREMIUM_BLACK,Pearl White Paint;20’’ Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,sold,8/29/2022
5YJ3E1EB4KF425594,2019,m3,BLUE,20142,Model 3 Long Range All-Wheel Drive Performance,58000,PREMIUM_BLACK,Deep Blue Metallic Paint;20’’ Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,available,8/29/2022
5YJYGDEE2MF279033,2021,my,WHITE,10289,Model Y Long Range Dual Motor All-Wheel Drive,71300,PREMIUM_BLACK,Pearl White Paint;19’’ Gemini Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Tow Hitch;Acceleration Boost;,US,USD,sold,8/29/2022
5YJ3E1EAXLF741302,2020,m3,WHITE,11024,Model 3 Standard Range Plus Rear-Wheel Drive,54700,PREMIUM_WHITE,Pearl White Paint;19’’ Sport Wheels;Black and White Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/29/2022
5YJ3E1EB9LF651082,2020,m3,BLUE,14467,Model 3 Long Range All-Wheel Drive,60500,PREMIUM_BLACK,Deep Blue Metallic Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/29/2022
5YJXCAE44HF075899,2017,mx,WHITE,27905,100D Ludicrous Performance All-Wheel Drive,90900,WHITE,"Pearl White Multi-Coat Paint;22"" Onyx Black Wheels;White Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Keyless Entry;Power Liftgate;Red Brake Calipers;Seven Seat Interior;Dark Ash Wood Décor;Dark Headliner;Infotainment Upgrade;",US,USD,available,8/29/2022
7SAXCBE5XNF336403,2022,mx,WHITE,927,Model X Dual Motor All-Wheel Drive,143100,WHITE,Pearl White Multi-Coat;22'' Turbine Wheels;Black and White Premium Interior with Walnut Décor;Full Self-Driving Capability;Six Seat Interior;Infotainment Upgrade;,US,USD,sold,8/29/2022
5YJSA1E21JF244281,2018,ms,BLUE,63259,100D Long Range All-Wheel Drive,73900,CREAM,"Deep Blue Metallic Paint;19"" Silver Slipstream Wheels;Cream Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Glass Roof;Keyless Entry;Power Liftgate;GPS Enabled Homelink;Figured Ash Wood Décor;Light Headliner;Infotainment Upgrade;",US,USD,available,8/29/2022
5YJXCBE42KF187873,2019,mx,WHITE,47842,Model X Performance All-Wheel Drive,90800,WHITE,"Pearl White Multi-Coat;22"" Onyx Black Wheels;Black and White Premium Interior with Carbon Fiber Décor;Full Self-Driving Capability;Ludicrous Mode;Six Seat Interior;Infotainment Upgrade;",US,USD,sold,8/29/2022
5YJ3E1EA2LF706592,2020,m3,RED,11891,Model 3 Standard Range Plus Rear-Wheel Drive,52000,PREMIUM_BLACK,Red Multi-Coat Paint;18’’ Aero Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/29/2022
5YJXCBE23KF181062,2019,mx,BLACK,30695,Model X Long Range All-Wheel Drive,94100,BLACK,"Solid Black;22"" Onyx Black Wheels;All Black Premium Interior with Figured Ash Wood Décor;Full Self-Driving Capability;Six Seat Interior;Infotainment Upgrade;",US,USD,sold,8/29/2022
5YJ3E1EAXJF060229,2018,m3,BLACK,85453,Model 3 Long Range Rear-Wheel Drive,46400,PREMIUM_BLACK,Solid Black Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/29/2022
5YJSA1E62MF447476,2021,ms,GREY,5893,Model S Plaid,119200,BLACK,"Midnight Silver Metallic;19"" Tempest Wheels;All Black Premium Interior with Carbon Fiber Décor;Full Self-Driving Capability;Infotainment Upgrade;",US,USD,sold,8/29/2022
5YJ3E1EC2MF913583,2021,m3,WHITE,29567,Model 3 Performance Dual Motor All-Wheel Drive,62500,PREMIUM_BLACK,Pearl White Paint;20’’ Überturbine Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,available,8/29/2022
5YJ3E1EB7MF855980,2021,m3,WHITE,16669,Model 3 Long Range All-Wheel Drive,67500,PREMIUM_WHITE,Pearl White Paint;18’’ Aero Wheels;Black and White Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/28/2022
5YJ3E1EB4LF664502,2020,m3,BLUE,15887,Model 3 Long Range All-Wheel Drive,60800,PREMIUM_BLACK,Deep Blue Metallic Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/28/2022
5YJSA1E61MF442186,2021,ms,BLACK,18597,Model S Plaid,116500,CREAM,"Solid Black;19"" Tempest Wheels;Cream Premium Interior with Walnut Décor;Full Self-Driving Capability;Infotainment Upgrade;",US,USD,sold,8/28/2022
5YJSA1E27LF414145,2020,ms,GREY,28018,Model S Long Range Plus All-Wheel Drive,92000,BLACK,"Midnight Silver Metallic;21"" Sonic Carbon Twin Turbine Wheels;All Black Premium Interior with Figured Ash Wood Décor;Full Self-Driving Capability;Glass Roof;Infotainment Upgrade;",US,USD,available,8/28/2022
5YJSA1E60MF431454,2021,ms,BLUE,18581,Model S Plaid,113200,CREAM,"Deep Blue Metallic;21"" Arachnid Wheels;Cream Premium Interior with Walnut Décor;Full Self-Driving Capability;Infotainment Upgrade;",US,USD,sold,8/28/2022
